	title	category
356312	Toyota: 'business as usual' in South Africa despite strike	b
393657	UPDATE 2-Slower US healthcare cost rise extending life of Medicare fund  ...	b
285452	Strike forces Philly commuters to find new ride	b
215889	Obesity Raises Breast Cancer Death Risk in Pre-Menopausal Women	m
399004	Sprint Beats Sales Estimates Amid Fewer Customer Losses	t
93515	Weather Channel Returning to DirecTV With Less Reality TV (1)	e
230065	Tranquility in Crude Repels Chaos-Loving Investors in Exchange-Traded Products	b
381691	UPDATE 1-Lions Gate, Alibaba to offer joint subscription TV streaming service in  ...	e
160796	Anti-Tesla Laws Shouldn't Protect Car Dealers, FTC Officials Say	t
147715	Jay-Z Victim Of Extortion As Unheard Recordings Held For Ransom	e
406457	Researchers Observe Gnarly Waves In Arctic Ocean For First Time	t
29704	Whole Citi Bike Thing Not Working Out Great So Far	b
54105	The 'Teenage Mutant Ninja Turtles' Trailer Is Here	e
326868	Dollar General's CEO to Retire Amid Industry Merger Pressure	b
399365	Nintendo Q1 oper loss worse than expected, outlook unchanged	t
201705	"Kris Jenner Knows Very Little About Kim & Kanye's Special Day: ""I Have Not  ..."	e
306476	UPDATE 2-Red Hat raises revenue forecast on strong subscription growth	t
331752	Siobhan Fallon Hogan - Shia Labeouf's Former Co-star Sympathises With  ...	e
63824	US STOCKS-Futures point to flat open after GDP data, Citi falls	b
363503	Sir Paul Mccartney - Paul Mccartney Returns To The Stage In New York	e
79823	Caterpillar's Swiss unit dodged $2.4 bln of US taxes -Senate panel	b
271074	Brad Paisley Mocks Westboro Baptist Church With Funny Selfie	e
356822	London Gives Uber a Green Light—for Now	b
392213	Obama Moves Closer to Seismic Testing for Oil in Atlantic	t
200354	FOREX-Dollar gains against euro as Draghi hints at action	b
299769	North West's Pierced Ears Spark Debate	e
28056	Mom Turns Herself Into 'Human Speed Bump' To Save Her Kids In Rolling Car	m
282224	Amaya Gaming Soars Amid Reported Talks to Acquire PokerStars	b
19998	Miley Cyrus, Britney Spears...William Shatner? The Worst Cover Songs Of All Time	e
215452	13 Barbara Walters Quotes That Show You Have To Fail To Succeed	e
216369	Walmart Had A Pretty Bad First Quarter, Thanks To Awful Weather	b
3574	Justin Bieber Blasts Lawyer For Asking About Selena Gomez In Deposition [Video]	e
289549	FOREX-Yen, Swiss franc rise on Iraq concerns, pound at 5-yr high vs dollar	b
37880	"UPDATE 2-Cyber fugitive Dotcom mocks authorities: ""From 0 into a $210m  ..."	b
47260	Dish's Ergen Said to Approach DirecTV CEO White About Merger	b
23022	Elementary School Choir's Cover Of Pharrell's 'Happy' Will Make Your Whole  ...	e
322048	FOREX-Dollar drops as weak US spending data pressures yields	b
288115	Medtronic nears $45 billion-plus deal for Covidien - sources	b
195055	Justin Bieber Responds to Seth Rogen Calling Him 'A Little Bit Of A Motherf--ker'	e
209752	Miley Cyrus Slams Ex FiancÃ© Liam Hemsworth In Lengthy Rant	e
412183	US STOCKS SNAPSHOT-Wall St opens up, S&P 500 hits new high	b
28641	Putin Says He'll Have His Salary Sent to Sanctioned Bank Rossiya	b
172471	Selena Gomez - Selena Gomez finds texts on Justin Bieber's phone from Kylie	e
348025	Oil Falls as Libyan Supply Seen Rising, Iraq Output Remains Safe	b
173093	Housing Reform Should Create Wealth	b
201501	Mother's Day: A Unique Opportunity!	e
180807	UPDATE 1-US attorney general says banks may face criminal cases soon	b
383358	Murdoch Time Warner Bid Team Includes Dow Jones Advisers	b
213046	The Right to Remember	t
209584	'Neighbors' Tops 'Spider-Man' to Open as No. 1 Weekend Movie (1)	e
55813	UPDATE 1-GSK recalls weight-loss drug Alli in US on tampering concerns	m
203792	Euro at Almost 1-Month Low on ECB Stimulus Views; Pound Rises	b
404968	Argentina says debt deal between third parties would not break RUFO	b
103205	Miley Cyrus - Miley Cyrus Apologises For Concert Cancellation	e
84268	France Inc. Turns to Deals as Hollande Economy Stalls	b
234841	US government seeks greater disclosure of airline fees	b
106250	Rob Kardashian - Rob Kardashian to move in with sister Khloe	e
29469	UPDATE 1-Turkish assets fall as Twitter ban raises political tension	b
91634	Nikkei drops to 2-week low as Takeda drags down pharma sector	b
289514	Draghi Unites Euro Bulls With Bears Watching $1.35: Currencies	b
329666	Argentine Vice President Boudou Indicted in Corruption Case	b
212328	TrueCar.com owner's shares rise about 20 percent in debut	b
76239	Supreme Court Declines To Take Up New Birth Control Cases	m
24101	Mulberry CEO Bruno Guillon Steps Down Amid Share Price Slump (1)	b
66302	CORRECTED-WRAPUP 2-Search for Malaysian jet grows, Australia appoints  ...	b
142890	Far More Asteroids Have Hit The Earth Than We Thought, Astronauts Say	t
344251	UPDATE 3-Destination Maternity keen to buy UK's Mothercare	b
300010	Rupert Grint - Rupert Grint to make Broadway debut	e
82253	Miley Cyrus - Miley Cyrus 'Broken' After Dog Dies	e
189536	Angelina Jolie - Angelina Jolie didn't think she'd have kids	e
211324	S.Korean stocks rise for 3rd day on Samsung Elec rally, won flat	m
194082	Kim Kardashian And Kanye West May Or May Not Already Be Married	e
311265	Apple Will Release 2 Different-Sized Phones This Year: Report	t
16442	GM Had 2006 Ignition-Switch Remedy Unknown to Most Owners: Cars	b
415726	'Modern Family' wins Emmy for best comedy series	e
125118	US STOCKS-Wall St up on Chinese and US data, Yellen comments	b
327799	Things Get Super-Awkward When CNBC Discusses Whether Tim Cook Is Gay	t
304501	USDA Issues First License for Vaccine to Fight Pig-Killing Virus	m
139187	Chipotle Prices Are About To Go Up	b
249803	BOJ Policy Planner Amamiya Seen Being Asked for Second Term	b
5257	Trading firm Virtu Financial plans to raise up to $100 mln in IPO	b
280631	Beloved Actress And Civil Rights Activist Ruby Dee Dies At 92	e
116922	UPDATE 2-Coca-Cola sales beat estimates as China volumes soar	b
71173	Draghi Sifts Evidence on Slack as ECB Cements Low-Rate Policy	b
219551	Shanghai shares end at 3-week low on new bank rules and weak data	b
21104	BMW sees higher profits and car sales in 2014	b
411983	Euro zone bond yields dive as Draghi comments feed QE speculation	b
77727	Neil deGrasse Tyson Blasts Creationism In New 'Cosmos' Episode (VIDEO)	t
153530	Lupita Nyong'o - Lupita Nyong'o Named People's Most Beautiful Star	e
258738	UPDATE 1-Valeant raises bid for Allergan, values Botox-maker at $49.44 bln	b
248452	Turkish Drama 'Winter Sleep' Wins Palme d'Or At Cannes Film Festival	e
75766	New Music From Michael Jackson Set To Be Released On 'Xscape' Album	e
264870	Brad Pitt - Brad Pitt attacked by prankster	e
221	Mt. Gox Seeks US Court Protection During Japan Bankruptcy (2)	b
397943	FOREX-Dollar touches six-month high ahead of GDP and Fed tests	b
276980	UPDATE 4-Emirates cancels 70-plane A350 order in blow to Airbus, Rolls	b
397975	GLOBAL MARKETS-Shares near all-time highs, dollar moves higher	b
326117	US STOCKS-Wall St edges lower, on track for weekly loss	b
124435	UPDATE 4-BofA reports first quarterly loss since 2011 on lofty legal bill	b
94415	Gene Simmons - Gene Simmons Wants Fans To Plan 40th Anniversary Project	e
383198	UPDATE 4-US Treasury urges Congress to act on corporate tax dodge deals	b
226959	UPDATE 1-US Air Force says working hard to certify new rocket launcher	t
303050	The Most Inspiring Thing to Happen in Business in Years	t
377264	Pound Resumes World-Beating Rally on Inflation	b
81801	BlackBerry to End Sales With T-Mobile US After Apple IPhone Spat	t
188606	AOL profit misses estimate on costs; shares tumble	b
128510	FOREX-Dollar hurt by Yellen's low rate stance, pound at 4-1/2 yr high	b
417281	US STOCKS-Wall St flat at record highs, valuations seen reasonable	b
16157	Hertz Will Spin Off Equipment Rental Unit to Focus on Cars (2)	b
297383	High-Speed Boys Get Their Day in Congress, Sort Of: Opening Line	b
337828	L'Oreal Settles US Claims on Anti-Aging Cosmetics Ads	m
122892	Bryan Cranston Gets Kid Prom Date By Being Walter White	e
405751	Five Challenges New Target CEO Can't Address Soon Enough	b
376941	FOREX-Dollar awaits Yellen's testimony, Draghi may limit euro's gains	b
4743	GLOBAL MARKETS-World stocks flat, oil and gold edge up on Ukraine, China	b
30034	WRAPUP 11-China spots new possible plane debris in southern Indian Ocean	b
418753	Apple Fails Again in Bid for Samsung Smartphone Sales Ban	t
248530	Edgar Wright Leaves Marvel's 'Ant-Man' [UPDATE]	e
8519	S&P 500 Erases Loss as Investors Weigh Economy, Ukraine	b
3263	Lena Dunham - Lena Dunham parties with Taylor Swift after hosting debut	e
295511	'Game of Thrones' draws 7.1 mln viewers for blood-filled finale	e
262759	Singapore shares hit near 1-year peak; SingPost surges to record high	b
149417	Yum Profit Rises as Chinese Customers Return to KFC	b
380063	Mistakes Were Made on Ignition Recall: GM's Top Lawyer	t
372495	As The Premiere Of 'Extant' Closes In, Halle Berry Confesses To Believing In  ...	e
296665	GRAINS-Soybean prices drop to 3-mth low, wheat rises for 2nd day	b
38190	Box Files to Raise $250 Million in Cloud-Storage Share Sale	b
289563	Treasuries Rise as Fed Meeting, Iraq Tensions Drive Haven Demand	b
195802	UPDATE 1-US Fed's Tarullo calls for re-think of some new bank rules	b
104128	Tori Spelling - Tori Spelling's husband admits to cheating	e
237917	Gain in Existing US Home Sales Lifts Spring Prospects	b
247599	Lorillard Blu Europe E-Cigarette Push Offers Competition for BAT	b
24408	UPDATE 2-US FAA review says Boeing 787 Dreamliner is safe	b
155794	German Economy Strengthens as Industry Survey Beats Estimate	b
419944	Nick Cannon - Nick Cannon has apologised to Mariah Carey	e
173335	"IMF mission chief says ""Russia is experiencing recession now""."	b
69148	'Harry Potter' Spinoff 'Fantastic Beasts' Is Getting A Trilogy	e
15107	Check Out These Three New 'Amazing Spider-Man 2' Videos [Clips + Pictures]	e
201746	Kim Kardashian And Kanye West's Wedding Invitation Revealed?	e
111803	EU-US Data, Europe ABS Rules, SEC-CFTC Merger: Compliance	b
379748	Google Creates Elite Team To Fight Hackers -- And Maybe The NSA	t
383015	UPDATE 3-PayPal fuels higher eBay revenue even as cyber attack, rivals weigh	b
364946	It's 'All Good' Between Solange Knowles & Jay-Z Following Elevator Fight	e
182130	Jennifer Lopez - Jennifer Lopez to receive Icon Award	e
198602	ABC Expanding Partnerships With Shonda Rhimes, Marvel With Fall Pickups	e
221805	'Raging Bull' Sparring Match Can Proceed, High Court Rules (1)	e
190320	Farley Mowat, Chronicler of the Canadian North, Dies at 92	e
288797	"Homeless Robert Pattinson's ""Minions"" May Know Where All His Belongings Are"	e
44142	FOREX-Dollar pares gains, still higher after strong consumer data	b
49625	Gwyneth Paltrow and Chris Martin: A Timeline	e
7204	"Lukewarm Ratings For ""Lindsay"" Give OWN Much Needed Boost"	e
155343	Facebook first-quarter revenue grows 72 percent on rising mobile ads	b
306893	Facebook Outage: Service Restored After Worldwide Disruption	t
280373	"Mila Kunis Sends Message To All Future Fathers: Stop Saying ""We Are Pregnant"""	e
417728	Alibaba First-Quarter Profit Triples Ahead of IPO	b
63308	New Kurt Cobain Suicide Note And Death Scene Images Released As Hall Of  ...	e
292513	Harrison Ford - Harrison Ford's Injury May Keep Him Out Of Action For Eight  ...	e
363793	Russia's Lavrov says South Stream timelines on track	b
22366	Brittany Murphy's Last Ever Film 'Something Wicked' Released Four Years After  ...	e
411404	Adrienne Bailon - Adrienne Bailon Clarifies Comments About Ex-boyfriend Rob  ...	e
168199	"Miley Cyrus Finally Opens Up About ""Really Scary"" Hospital Stay"	e
4765	GLOBAL MARKETS-Asia shares find steadier footing, China worries remain	b
129312	Gabriel García Márquez Will Live On Forever With These Words Of Wisdom	e
363716	Gowex Turmoil Pushes MAB Companies to Look for Other Exchanges	b
41418	US STOCKS-Wall St cuts gains as tech stocks reverse course	b
115580	Jenny McCarthy Claims She Is 'Pro-Vaccine' In Sun-Times Op-Ed	m
37744	King IPO Discount Shows One-Hit Wonder Worry for 'Candy Crush'	b
374440	Citigroup may pay $7 bln to resolve US mortgage probes -source	b
47085	Ukraine Seeks to Wrap Up IMF Talks as Crisis Roils Economy (2)	b
385989	US veterans agency needs $17.6 bln to clear wait times -acting head	m
305231	Emerging Stocks Decline Fifth Day on Fed Outlook	b
83702	CORRECTED-India's Sun Pharma expects Ranbaxy business to be profitable in  ...	b
142	US STOCKS SNAPSHOT-Wall St opens lower after S&P's record close	b
101107	Dollar Drops Most Since September as Fed Minutes Damp Rate Bets	b
365488	'Leaked' Star Wars Footage Is Awesome... And Fake	e
70481	UPDATE 1-NY state joins NYC in suing FedEx over untaxed cigarettes	b
118052	Ice Cube - Ice Cube Slams Paul Walker's Posthumous Mtv Movie Award Win	e
60569	UPDATE 2-BMW to invest $1 bln to expand US production by 50 pct	b
332522	One killed in Los Angeles at unofficial BET awards pre-party	e
419286	Apple To Announce Wearable Device In September: Re/code	t
275806	RPT-China's Jan-May property investment +14.7 pct y/y	b
48231	Long-term budget goals key for Brazil confidence, candidate says	t
55553	Flu Vaccine Cuts Hospitalization Risk For Kids, CDC Says	m
356052	Raiffeisen Bank Int'l expects profit in Romania in 2014	b
18394	Microsoft CEO Said to Unveil Office for IPad on March 27	t
156037	Apple Defies Skeptics With Sales Surge, Boosts Buyback	t
14443	Chris Pine Drunken Driving: 'Star Trek' Actor Pleads Guilty To DUI Charges In  ...	e
264777	Brad Pitt - Brad Pitt Struck By Red Carpet Prankster In Los Angeles	e
341366	Yahoo Rescues 'Community' For Season Six. And All Was Well With The World.	e
95823	UPDATE 4-Icahn backs down from demand that eBay spin off PayPal	b
364354	Oculus Buys Startup RakNet Ahead of Facebook Deal Close	t
137445	Idris Elba - Idris Elba and girlfriend welcome a baby boy	e
109235	Nick Carter Gets Married, Retroactively Destroys Every '90s Girl's Dreams	e
168328	Kanye West just really loves Kim Kardashian. | Getty	e
37034	Madison Square Garden Buys 50 Percent Stake In Tribeca Enterprises	e
233594	Some Good News for the E-Cig Industry: Vaping Can Help Smokers Quit	m
240772	Putin says Russia may become swing gas producer for Europe, Asia	b
40027	Dave Brockie Dead: GWAR Frontman Dies At 50	e
71459	UPDATE 1-US to require new cars to have rearview cameras by 2018	t
371062	Corn Nears $4 as Seven-Day Drop Sends Price to 2010 Low	b
25014	China Mobile capex to rise 22 pct in 2014, aims to sell 100 mln 4G devices	b
115709	E-Cigarettes Target Youth With Festivals, Lawmakers Say (1)	m
312015	Teens Can't Stop Using Facebook Even Though They Hate It	t
410648	James Franco - James Franco: Child of God is 'very dark'	e
18950	Kate Winslet - Kate Winslet Thrilled With Walk Of Fame Turn-out So Soon After  ...	e
254476	Fathers' Brains Change for Role as Primary Caregiver	m
310343	Maine home sales increase as prices dip	b
181034	TREASURIES-Bonds give back gains to end lower ahead of debt sales	b
135459	FDA Approves Drug For Ragweed Pollen Allergy	m
322037	UN agency: US ruling on Argentina debt doesn't comply with US law	b
94232	Mickey Rooney, versatile actor and master showman, dies at 93	e
112177	US STOCKS-Wall St rises on Citi earnings, data; eyes on Ukraine	b
201777	Kim Kardashian Looks Just Like North West In Her 1981 Baby Photo	e
202760	Singer Chris Brown in jail for at least another week, judge says	e
360443	David Arquette - David Arquette Engaged - Report	e
130573	Nas - Nas Celebrates Documentary Premiere As Tribeca Film Festival Opens	e
417691	UPDATE 5-Alibaba revenue accelerates ahead of IPO	b
297592	GE Said to Refine Jobs, Nuclear Plans in Alstom Deal	b
162145	Justin Bieber Reportedly Questioned At LAX	e
4577	Colorado Gets $2 Million in First Month of New Pot Taxes	b
191655	UPDATE 4-Tesla outlook disappoints some on Wall St, shares drop 7 pct	b
110237	Heartbleed Fixes Taking Longer as Websites Plug Gaps	t
300764	California bill to require warning labels on sugary drinks dies	m
416389	Emmys exalt old favorites over TV's shiny newcomers	e
30883	Netflix Just Opened the Door to Paying ISPs More Access Fees	t
195794	US Fed proposes rule to limit size of merged banks	b
7092	Lena Dunham On The Love Advice That Landed Her Boyfriend Jack Antonoff	e
